SG_UF,NM_MUNICIPIO,QT_VOTOS_NOMINAIS_VALIDOS
MG,IBERTIOGA,9756
MG,IBIAÍ,9695
MG,IBIRACATU,8196
MG,IBIRACI,13298
MG,IBIRITÉ,165702
MG,IBITIÚRA DE MINAS,4300
MG,IBITURUNA,4068
MG,IBIÁ,22846
MG,ICARAÍ DE MINAS,13090
MG,IGARAPÉ,41400
MG,IGARATINGA,12774
MG,IGUATAMA,10627
MG,IJACI,8059
MG,ILICÍNEA,14545
MG,IMBÉ DE MINAS,8842
MG,INCONFIDENTES,9926
MG,INDAIABIRA,8892
MG,INDIANÓPOLIS,7810
MG,INGAÍ,4130
MG,INHAPIM,30603
MG,INHAÚMA,9131
MG,INIMUTABA,9025
MG,IPABA,20259
MG,IPANEMA,21156
MG,IPATINGA,222986
MG,IPIAÇU,6401
MG,IPUIÚNA,11857
MG,IRAÍ DE MINAS,10493
MG,ITABIRA,128930
MG,ITABIRINHA,13557
MG,ITABIRITO,55808
MG,ITACAMBIRA,7737
MG,ITACARAMBI,18177
MG,ITAGUARA,13951
MG,ITAIPÉ,12530
MG,ITAJUBÁ,95590
MG,ITAMARANDIBA,31898
MG,ITAMARATI DE MINAS,4427
MG,ITAMBACURI,23290
MG,ITAMBÉ DO MATO DENTRO,4096
MG,ITAMOGI,14119
MG,ITAMONTE,16640
MG,ITANHANDU,17686
MG,ITANHOMI,13532
MG,ITAOBIM,20699
MG,ITAPAGIPE,15611
MG,ITAPECERICA,25115
MG,ITAPEVA,10388
MG,ITATIAIUÇU,14885
MG,ITAVERAVA,8612
MG,ITAÚ DE MINAS,17095
MG,ITAÚNA,89189
MG,ITINGA,13731
MG,ITUETA,7797
MG,ITUIUTABA,102325
MG,ITUMIRIM,8395
MG,ITURAMA,42668
MG,ITUTINGA,5667
MG,JABOTICATUBAS,20844
MG,JACINTO,12135
MG,JACUTINGA,24966
MG,JACUÍ,8815
MG,JAGUARAÇU,4929
MG,JAMPRUCA,5076
MG,JANAÚBA,70521
MG,JANUÁRIA,61926
MG,JAPARAÍBA,6723
MG,JAPONVAR,11963
MG,JAÍBA,35217
MG,JECEABA,9573
MG,JENIPAPO DE MINAS,7428
MG,JEQUERI,14904
MG,JEQUITAÍ,9656
MG,JEQUITIBÁ,9232
MG,JEQUITINHONHA,22088
MG,JESUÂNIA,6138
MG,JOANÉSIA,7690
MG,JOAQUIM FELÍCIO,5387
MG,JOAÍMA,14228
MG,JORDÂNIA,9902
MG,JOSENÓPOLIS,4939
MG,JOSÉ GONÇALVES DE MINAS,5450
MG,JOSÉ RAYDAN,6009
MG,JOÃO MONLEVADE,78041
MG,JOÃO PINHEIRO,53102
MG,JUATUBA,29843
MG,JUIZ DE FORA,762992
MG,JURAMENTO,7309
MG,JURUAIA,15112
MG,JUVENÍLIA,8422
MG,LADAINHA,16185
MG,LAGAMAR,10334
MG,LAGOA DA PRATA,46603
MG,LAGOA DOS PATOS,5875
MG,LAGOA DOURADA,15504
MG,LAGOA FORMOSA,23823
MG,LAGOA GRANDE,11492
MG,LAGOA SANTA,62116
MG,LAJINHA,26029
MG,LAMBARI,23928
MG,LAMIM,6711
MG,LARANJAL,8803
MG,LASSANCE,8527
MG,LAVRAS,91193
MG,LEANDRO FERREIRA,5530
MG,LEME DO PRADO,6572
MG,LEOPOLDINA,56339
MG,LIBERDADE,6573
MG,LIMA DUARTE,20425
MG,LIMEIRA DO OESTE,9709
MG,LONTRA,12142
MG,LUISBURGO,8912
MG,LUISLÂNDIA,8363
MG,LUMINÁRIAS,7039
MG,LUZ,20272
MG,MACHACALIS,9284
MG,MACHADO,38525
MG,MADRE DE DEUS DE MINAS,6772
MG,MALACACHETA,18776
MG,MAMONAS,9748
MG,MANGA,21616
MG,MANHUAÇU,80683
MG,MANHUMIRIM,23184
MG,MANTENA,28511
MG,MAR DE ESPANHA,15281
MG,MARAVILHAS,10105
MG,MARIA DA FÉ,18171
MG,MARIANA,54412
MG,MARILAC,6626
MG,MARIPÁ DE MINAS,4797
MG,MARLIÉRIA,6969
MG,MARMELÓPOLIS,4758
MG,MARTINHO CAMPOS,15429
MG,MARTINS SOARES,11786
MG,MATA VERDE,9798
MG,MATERLÂNDIA,5973
MG,MATEUS LEME,34026
MG,MATHIAS LOBATO,5011
MG,MATIAS BARBOSA,16452
MG,MATIAS CARDOSO,9525
MG,MATIPÓ,24854
MG,MATO VERDE,16135
MG,MATOZINHOS,39689
MG,MATUTINA,5289
MG,MEDEIROS,4926
MG,MEDINA,21972
MG,MENDES PIMENTEL,8166
MG,MERCÊS,13534
MG,MESQUITA,7906
MG,MINAS NOVAS,24279
MG,MINDURI,5018
MG,MIRABELA,16275
MG,MIRADOURO,12676
MG,MIRAVÂNIA,5537
MG,MIRAÍ,16422
MG,MOEDA,8107
MG,MOEMA,10559
MG,MONJOLOS,3025
MG,MONSENHOR PAULO,10107
MG,MONTALVÂNIA,18412
MG,MONTE ALEGRE DE MINAS,18506
MG,MONTE AZUL,26622
MG,MONTE BELO,15960
MG,MONTE CARMELO,47246
MG,MONTE FORMOSO,6471
MG,MONTE SANTO DE MINAS,22148
MG,MONTE SIÃO,25877
MG,MONTES CLAROS,399281
MG,MONTEZUMA,9101
MG,MORADA NOVA DE MINAS,11438
MG,MORRO DA GARÇA,4889
MG,MORRO DO PILAR,5861
MG,MUNHOZ,9320
MG,MURIAÉ,108883
MG,MUTUM,30123
MG,MUZAMBINHO,24524
MG,MÁRIO CAMPOS,17662
MG,NACIP RAYDAN,4605
MG,NANUQUE,36536
MG,NAQUE,7475
MG,NATALÂNDIA,4045
MG,NATÉRCIA,6255
MG,NAZARENO,9501
MG,NEPOMUCENO,27275
MG,NINHEIRA,11250
MG,NOVA BELÉM,5715
MG,NOVA ERA,20810
MG,NOVA LIMA,94365
MG,NOVA MÓDICA,5755
MG,NOVA PONTE,19232
MG,NOVA PORTEIRINHA,8979
MG,NOVA RESENDE,19034
MG,NOVA SERRANA,80027
MG,NOVA UNIÃO,6543
MG,NOVO CRUZEIRO,28178
MG,NOVO ORIENTE DE MINAS,11261
MG,NOVORIZONTE,7281
MG,OLARIA,3618
MG,OLHOS D ÁGUA,8278
MG,OLIVEIRA,44431
MG,OLIVEIRA FORTES,3420
MG,OLÍMPIO NORONHA,4042
MG,ONÇA DE PITANGUI,5719
MG,ORATÓRIOS,6523
MG,ORIZÂNIA,10029
MG,OURO BRANCO,43495
MG,OURO FINO,30776
MG,OURO PRETO,78276
MG,OURO VERDE DE MINAS,9742
MG,PADRE CARVALHO,7186
MG,PADRE PARAÍSO,17911
MG,PAI PEDRO,8176
MG,PAINEIRAS,6809
MG,PAINS,10361
MG,PAIVA,2885
MG,PALMA,8717
MG,PALMÓPOLIS,7959
MG,PAPAGAIOS,17238
MG,PARACATU,88268
MG,PARAGUAÇU,23151
MG,PARAISÓPOLIS,22546
MG,PARAOPEBA,28874
MG,PARÁ DE MINAS,83754
MG,PASSA QUATRO,18006
MG,PASSA TEMPO,10276
MG,PASSA VINTE,3912
MG,PASSABÉM,3031
MG,PASSOS,98181
MG,PATIS,8606
MG,PATOS DE MINAS,140540
MG,PATROCÍNIO,94074
MG,PATROCÍNIO DO MURIAÉ,8330
MG,PAULA CÂNDIDO,11293
MG,PAULISTAS,5284
MG,PAVÃO,8898
MG,PEDRA AZUL,23700
MG,PEDRA BONITA,9470
MG,PEDRA DO ANTA,6067
MG,PEDRA DO INDAIÁ,5928
MG,PEDRA DOURADA,4567
MG,PEDRALVA,12761
MG,PEDRAS DE MARIA DA CRUZ,11037
MG,PEDRINÓPOLIS,5534
MG,PEDRO LEOPOLDO,66081
MG,PEDRO TEIXEIRA,4117
MG,PEQUERI,4959
MG,PEQUI,5914
MG,PERDIGÃO,11998
MG,PERDIZES,19027
MG,PERDÕES,23374
MG,PERIQUITO,9740
MG,PESCADOR,4745
MG,PEÇANHA,18286
MG,PIAU,3932
MG,PIEDADE DE CARATINGA,11833
MG,PIEDADE DE PONTE NOVA,5938
MG,PIEDADE DO RIO GRANDE,5746
MG,PIEDADE DOS GERAIS,7731
MG,PIMENTA,10558
MG,PINGO D ÁGUA,6372
MG,PINTÓPOLIS,8646
MG,PIRACEMA,8968
MG,PIRAJUBA,6805
MG,PIRANGA,18696
MG,PIRANGUINHO,10232
MG,PIRANGUÇU,6545
MG,PIRAPETINGA,15278
MG,PIRAPORA,57780
MG,PIRAÚBA,13883
MG,PITANGUI,31915
MG,PIUMHI,34042
MG,PLANURA,12185
MG,POCRANE,10821
MG,POMPÉU,31743
MG,PONTE NOVA,59351
MG,PONTO CHIQUE,6013
MG,PONTO DOS VOLANTES,12886
MG,PORTEIRINHA,44866
MG,PORTO FIRME,13171
MG,POTÉ,16452
MG,POUSO ALEGRE,127103
MG,POUSO ALTO,8065
MG,POÇO FUNDO,18938
MG,POÇOS DE CALDAS,130115
MG,PRADOS,10982
MG,PRATA,29824
MG,PRATINHA,4603
MG,PRATÁPOLIS,10944
MG,PRESIDENTE BERNARDES,9411
MG,PRESIDENTE JUSCELINO,4665
MG,PRESIDENTE KUBITSCHEK,4598
MG,PRESIDENTE OLEGÁRIO,22223
MG,PRUDENTE DE MORAIS,11900
MG,QUARTEL GERAL,5389
MG,QUELUZITO,4160
MG,RAPOSOS,18010
MG,RAUL SOARES,24931
MG,RECREIO,12020
MG,REDUTO,8521
MG,RESENDE COSTA,13323
MG,RESPLENDOR,17627
MG,RESSAQUINHA,6884
MG,RIACHINHO,8306
MG,RIACHO DOS MACHADOS,11168
MG,RIBEIRÃO DAS NEVES,268052
MG,RIBEIRÃO VERMELHO,5068
MG,RIO ACIMA,13586
MG,RIO CASCA,14214
MG,RIO DO PRADO,6341
MG,RIO DOCE,4031
MG,RIO ESPERA,8948
MG,RIO MANSO,5602
MG,RIO NOVO,10532
MG,RIO PARANAÍBA,15713
MG,RIO PARDO DE MINAS,28713
MG,RIO PIRACICABA,17427
MG,RIO POMBA,20063
MG,RIO PRETO,7773
MG,RIO VERMELHO,11799
MG,RITÁPOLIS,6956
MG,ROCHEDO DE MINAS,3905
MG,RODEIRO,10208
MG,ROMARIA,5456
MG,ROSÁRIO DA LIMEIRA,7895
MG,RUBELITA,10307
MG,RUBIM,9236
MG,SABARÁ,123412
MG,SABINÓPOLIS,14835
MG,SACRAMENTO,27398
MG,SALINAS,43365
MG,SALTO DA DIVISA,5649
MG,SANTA BÁRBARA,33394
MG,SANTA BÁRBARA DO LESTE,10994
MG,SANTA BÁRBARA DO MONTE VERDE,5384
MG,SANTA BÁRBARA DO TUGÚRIO,7011
MG,SANTA CRUZ DE MINAS,9446
MG,SANTA CRUZ DE SALINAS,6192
MG,SANTA CRUZ DO ESCALVADO,7507
MG,SANTA EFIGÊNIA DE MINAS,5557
MG,SANTA FÉ DE MINAS,5835
MG,SANTA HELENA DE MINAS,8619
MG,SANTA JULIANA,15593
MG,SANTA LUZIA,207168
MG,SANTA MARGARIDA,20847
MG,SANTA MARIA DE ITABIRA,12348
MG,SANTA MARIA DO SALTO,6800
MG,SANTA MARIA DO SUAÇUÍ,16384
MG,SANTA RITA DE CALDAS,10752
MG,SANTA RITA DE IBITIPOCA,5206
MG,SANTA RITA DE JACUTINGA,6867
MG,SANTA RITA DE MINAS,9184
MG,SANTA RITA DO ITUETO,7870
MG,SANTA RITA DO SAPUCAÍ,40999
MG,SANTA ROSA DA SERRA,5110
MG,SANTA VITÓRIA,26729
MG,SANTANA DA VARGEM,9038
MG,SANTANA DE CATAGUASES,5599
MG,SANTANA DE PIRAPAMA,9299
MG,SANTANA DO DESERTO,5410
MG,SANTANA DO GARAMBÉU,3349
MG,SANTANA DO JACARÉ,6129
MG,SANTANA DO MANHUAÇU,12201
MG,SANTANA DO PARAÍSO,30920
MG,SANTANA DO RIACHO,8507
MG,SANTANA DOS MONTES,6063
MG,SANTO ANTÔNIO DO AMPARO,19750
MG,SANTO ANTÔNIO DO AVENTUREIRO,5870
MG,SANTO ANTÔNIO DO GRAMA,6163
MG,SANTO ANTÔNIO DO ITAMBÉ,4695
MG,SANTO ANTÔNIO DO JACINTO,12598
MG,SANTO ANTÔNIO DO MONTE,29601
MG,SANTO ANTÔNIO DO RETIRO,8713
MG,SANTO ANTÔNIO DO RIO ABAIXO,3481
MG,SANTO HIPÓLITO,4705
MG,SANTOS DUMONT,46700
MG,SAPUCAÍ-MIRIM,8276
MG,SARDOÁ,6881
MG,SARZEDO,34507
MG,SEM PEIXE,5677
MG,SENADOR AMARAL,8916
MG,SENADOR CORTES,4140
MG,SENADOR FIRMINO,10006
MG,SENADOR JOSÉ BENTO,3516
MG,SENADOR MODESTINO GONÇALVES,6926
MG,SENHORA DE OLIVEIRA,9132
MG,SENHORA DO PORTO,4763
MG,SENHORA DOS REMÉDIOS,12299
MG,SERICITA,10795
MG,SERITINGA,3193
MG,SERRA AZUL DE MINAS,4830
MG,SERRA DA SAUDADE,1898
MG,SERRA DO SALITRE,14261
MG,SERRA DOS AIMORÉS,8270
MG,SERRANIA,8776
MG,SERRANOS,3626
MG,SERRANÓPOLIS DE MINAS,5968
MG,SERRO,19480
MG,SETE LAGOAS,218169
MG,SETUBINHA,11689
MG,SILVEIRÂNIA,4307
MG,SILVIANÓPOLIS,7154
MG,SIMONÉSIA,22521
MG,SIMÃO PEREIRA,4506
MG,SOBRÁLIA,6266
MG,SOLEDADE DE MINAS,7484
MG,SÃO BENTO ABADE,6740
MG,SÃO BRÁS DO SUAÇUÍ,5214
MG,SÃO DOMINGOS DAS DORES,8284
MG,SÃO DOMINGOS DO PRATA,19952
MG,SÃO FRANCISCO,53204
MG,SÃO FRANCISCO DE PAULA,8945
MG,SÃO FRANCISCO DE SALES,7620
MG,SÃO FRANCISCO DO GLÓRIA,6735
MG,SÃO FÉLIX DE MINAS,5857
MG,SÃO GERALDO,9824
MG,SÃO GERALDO DA PIEDADE,5211
MG,SÃO GERALDO DO BAIXIO,3702
MG,SÃO GONÇALO DO ABAETÉ,8506
MG,SÃO GONÇALO DO PARÁ,13165
MG,SÃO GONÇALO DO RIO ABAIXO,17424
MG,SÃO GONÇALO DO RIO PRETO,4210
MG,SÃO GONÇALO DO SAPUCAÍ,32885
MG,SÃO GOTARDO,35336
MG,SÃO JOAQUIM DE BICAS,27443
MG,SÃO JOSÉ DA BARRA,9857
MG,SÃO JOSÉ DA LAPA,28118
MG,SÃO JOSÉ DA SAFIRA,4524
MG,SÃO JOSÉ DA VARGINHA,5807
MG,SÃO JOSÉ DO ALEGRE,5482
MG,SÃO JOSÉ DO DIVINO,5186
MG,SÃO JOSÉ DO GOIABAL,6502
MG,SÃO JOSÉ DO JACURI,7810
MG,SÃO JOSÉ DO MANTIMENTO,4757
MG,SÃO JOÃO BATISTA DO GLÓRIA,9209
MG,SÃO JOÃO DA LAGOA,7761
MG,SÃO JOÃO DA MATA,4919
MG,SÃO JOÃO DA PONTE,30080
MG,SÃO JOÃO DAS MISSÕES,13789
MG,SÃO JOÃO DEL REI,88534
MG,SÃO JOÃO DO MANHUAÇU,14989
MG,SÃO JOÃO DO MANTENINHA,8279
MG,SÃO JOÃO DO ORIENTE,11181
MG,SÃO JOÃO DO PACUÍ,6105
MG,SÃO JOÃO DO PARAÍSO,22701
MG,SÃO JOÃO EVANGELISTA,17407
MG,SÃO JOÃO NEPOMUCENO,28317
MG,SÃO LOURENÇO,42953
MG,SÃO MIGUEL DO ANTA,9662
MG,SÃO PEDRO DA UNIÃO,6542
MG,SÃO PEDRO DO SUAÇUÍ,7081
MG,SÃO PEDRO DOS FERROS,9039
MG,SÃO ROMÃO,9986
MG,SÃO ROQUE DE MINAS,8499
MG,SÃO SEBASTIÃO DA BELA VISTA,7909
MG,SÃO SEBASTIÃO DA VARGEM ALEGRE,4724
MG,SÃO SEBASTIÃO DO ANTA,8266
MG,SÃO SEBASTIÃO DO MARANHÃO,12150
MG,SÃO SEBASTIÃO DO OESTE,9480
MG,SÃO SEBASTIÃO DO PARAÍSO,60276
MG,SÃO SEBASTIÃO DO RIO PRETO,3146
MG,SÃO SEBASTIÃO DO RIO VERDE,3367
MG,SÃO THOMÉ DAS LETRAS,6911
MG,SÃO TIAGO,12713
MG,SÃO TOMÁS DE AQUINO,8314
MG,SÃO VICENTE DE MINAS,8495
MG,TABULEIRO,6187
MG,TAIOBEIRAS,36212
MG,TAPARUBA,5987
MG,TAPIRA,6710
MG,TAPIRAÍ,3272
MG,TAQUARAÇU DE MINAS,7379
MG,TARUMIRIM,15180
MG,TEIXEIRAS,14926
MG,TEÓFILO OTONI,131245
MG,TIMÓTEO,80704
MG,TIRADENTES,10540
MG,TIROS,9305
MG,TOCANTINS,19679
MG,TOCOS DO MOJI,6313
MG,TOLEDO,9406
MG,TOMBOS,10779
MG,TRÊS CORAÇÕES,73266
MG,TRÊS MARIAS,34517
MG,TRÊS PONTAS,61600
MG,TUMIRITINGA,8254
MG,TUPACIGUARA,28596
MG,TURMALINA,22662
MG,TURVOLÂNDIA,7150
MG,UBAPORANGA,15285
MG,UBAÍ,14142
MG,UBERABA,440414
MG,UBERLÂNDIA,624717
MG,UBÁ,92785
MG,UMBURATIBA,3612
MG,UNAÍ,82664
MG,UNIÃO DE MINAS,5224
MG,URUANA DE MINAS,5617
MG,URUCUIA,11106
MG,URUCÂNIA,12136
MG,VARGEM ALEGRE,8806
MG,VARGEM BONITA,4271
MG,VARGEM GRANDE DO RIO PARDO,6657
MG,VARGINHA,127830
MG,VARJÃO DE MINAS,9523
MG,VARZELÂNDIA,21124
MG,VAZANTE,23842
MG,VERDELÂNDIA,10225
MG,VEREDINHA,7959
MG,VERMELHO NOVO,7184
MG,VERÍSSIMO,4855
MG,VESPASIANO,117745
MG,VIEIRAS,6338
MG,VIRGEM DA LAPA,13289
MG,VIRGINÓPOLIS,10965
MG,VIRGOLÂNDIA,6235
MG,VIRGÍNIA,11208
MG,VISCONDE DO RIO BRANCO,42725
MG,VIÇOSA,76675
MG,VOLTA GRANDE,6504
MG,VÁRZEA DA PALMA,37702
MG,WENCESLAU BRAZ,4091
MG,ÁGUA BOA,15815
MG,ÁGUA COMPRIDA,3973
MG,ÁGUAS FORMOSAS,21406
MG,ÁGUAS VERMELHAS,14313
MS,ALCINÓPOLIS,4767
MS,AMAMBAI,35409
MS,ANASTÁCIO,25471
MS,ANAURILÂNDIA,9324
MS,ANGÉLICA,14745
MS,ANTÔNIO JOÃO,11644
MS,APARECIDA DO TABOADO,23050
MS,AQUIDAUANA,48256
MS,ARAL MOREIRA,11634
MS,BANDEIRANTES,10535
MS,BATAGUASSU,25703
MS,BATAYPORÃ,11613
MS,BELA VISTA,21984
MS,BODOQUENA,9893
MS,BONITO,24396
MS,BRASILÂNDIA,11963
MS,CAARAPÓ,28382
MS,CAMAPUÃ,15771
MS,CAMPO GRANDE,754778
MS,CARACOL,7381
MS,CASSILÂNDIA,21724
MS,CHAPADÃO DO SUL,23724
MS,CORGUINHO,6011
MS,CORONEL SAPUCAIA,16866
MS,CORUMBÁ,94437
MS,COSTA RICA,30761
MS,COXIM,34121
MS,DEODÁPOLIS,14407
MS,DOIS IRMÃOS DO BURITI,12515
MS,DOURADINA,7991
MS,DOURADOS,207947
MS,ELDORADO,11888
MS,FIGUEIRÃO,4061
MS,FÁTIMA DO SUL,23055
MS,GLÓRIA DE DOURADOS,11474
MS,GUIA LOPES DA LAGUNA,10738
MS,IGUATEMI,14744
MS,INOCÊNCIA,9036
MS,ITAPORÃ,21340
MS,ITAQUIRAÍ,15962
MS,IVINHEMA,28703
MS,JAPORÃ,8350
MS,JARAGUARI,7529
MS,JARDIM,23593
MS,JATEÍ,6545
MS,JUTI,8238
MS,LADÁRIO,15844
MS,LAGUNA CARAPÃ,8104
MS,MARACAJU,41009
MS,MIRANDA,26163
MS,MUNDO NOVO,19792
MS,NAVIRAÍ,47754
MS,NIOAQUE,15989
MS,NOVA ALVORADA DO SUL,16935
MS,NOVA ANDRADINA,45353
MS,NOVO HORIZONTE DO SUL,5943
MS,PARANAÍBA,42621
MS,PARANHOS,14255
MS,PARAÍSO DAS ÁGUAS,6144
MS,PEDRO GOMES,8618
MS,PONTA PORÃ,84821
MS,PORTO MURTINHO,10838
MS,RIBAS DO RIO PARDO,19527
MS,RIO BRILHANTE,34830
MS,RIO NEGRO,5542
MS,RIO VERDE DE MATO GROSSO,20714
MS,ROCHEDO,6347
MS,SANTA RITA DO PARDO,7219
MS,SELVÍRIA,10717
MS,SETE QUEDAS,8366
MS,SIDROLÂNDIA,54354
MS,SONORA,15758
MS,SÃO GABRIEL DO OESTE,27250
MS,TACURU,8545
MS,TAQUARUSSU,5696
MS,TERENOS,19471
MS,TRÊS LAGOAS,102818
MS,VICENTINA,8719
MS,ÁGUA CLARA,13554
MT,ACORIZAL,12671
MT,ALTA FLORESTA,53193
MT,ALTO ARAGUAIA,17306
MT,ALTO BOA VISTA,6033
MT,ALTO GARÇAS,12148
MT,ALTO PARAGUAI,9256
MT,ALTO TAQUARI,10395
MT,APIACÁS,7907
MT,ARAGUAIANA,4988
MT,ARAGUAINHA,1783
MT,ARAPUTANGA,8045
MT,ARENÁPOLIS,11052
MT,ARIPUANÃ,14576
MT,BARRA DO BUGRES,32847
MT,BARRA DO GARÇAS,58316
MT,BARÃO DE MELGAÇO,9852
MT,BOM JESUS DO ARAGUAIA,6502
MT,BRASNORTE,15384
MT,CAMPINÁPOLIS,13901
MT,CAMPO NOVO DO PARECIS,32722
MT,CAMPO VERDE,40019
MT,CAMPOS DE JÚLIO,6972
MT,CANABRAVA DO NORTE,5355
MT,CANARANA,20116
MT,CARLINDA,8839
MT,CASTANHEIRA,6697
MT,CHAPADA DOS GUIMARÃES,22692
MT,CLÁUDIA,11332
MT,COCALINHO,7187
MT,COLNIZA,22219
MT,COLÍDER,32483
MT,COMODORO,19502
MT,CONFRESA,27779
MT,CONQUISTA D OESTE,4294
MT,COTRIGUAÇU,11367
MT,CUIABÁ,792486
MT,CURVELÂNDIA,6671
MT,CÁCERES,41620
MT,DENISE,8516
MT,DIAMANTINO,22946
MT,DOM AQUINO,9068
MT,FELIZ NATAL,8286
MT,FIGUEIRÓPOLIS D OESTE,4814
MT,GAÚCHA DO NORTE,6946
MT,GENERAL CARNEIRO,6270
MT,GLÓRIA D OESTE,4284
MT,GUARANTÃ DO NORTE,27065
MT,GUIRATINGA,12238
MT,INDIAVAÍ,3037
MT,IPIRANGA DO NORTE,7305
MT,ITANHANGÁ,6521
MT,ITAÚBA,6031
MT,ITIQUIRA,13464
MT,JACIARA,14081
MT,JANGADA,11056
MT,JAURU,10024
MT,JUARA,30746
MT,JURUENA,8380
MT,JUSCIMEIRA,13491
MT,JUÍNA,40155
MT,LAMBARI D OESTE,6695
MT,LUCAS DO RIO VERDE,60091
MT,LUCIARA,3519
MT,MARCELÂNDIA,11131
MT,MATUPÁ,26173
MT,MIRASSOL D OESTE,25967
MT,NOBRES,16989
MT,NORTELÂNDIA,7147
MT,NOSSA SENHORA DO LIVRAMENTO,9224
MT,NOVA BANDEIRANTES,11526
MT,NOVA BRASILÂNDIA,5567
MT,NOVA CANAÃ DO NORTE,13311
MT,NOVA GUARITA,3973
MT,NOVA LACERDA,6173
MT,NOVA MARILÂNDIA,4168
MT,NOVA MARINGÁ,5686
MT,NOVA MONTE VERDE,7962
MT,NOVA MUTUM,39194
MT,NOVA NAZARÉ,2057
MT,NOVA OLÍMPIA,16926
MT,NOVA SANTA HELENA,4562
MT,NOVA UBIRATÃ,9504
MT,NOVA XAVANTINA,21326
MT,NOVO HORIZONTE DO NORTE,4766
MT,NOVO MUNDO,7020
MT,NOVO SANTO ANTÔNIO,2702
MT,NOVO SÃO JOAQUIM,7814
MT,PARANATINGA,20114
MT,PARANAÍTA,12840
MT,PEDRA PRETA,19780
MT,PEIXOTO DE AZEVEDO,29883
MT,PLANALTO DA SERRA,4225
MT,POCONÉ,27000
MT,PONTAL DO ARAGUAIA,7469
MT,PONTE BRANCA,2847
MT,PONTES E LACERDA,40254
MT,PORTO ALEGRE DO NORTE,10651
MT,PORTO DOS GAÚCHOS,5678
MT,PORTO ESPERIDIÃO,10624
MT,PORTO ESTRELA,4677
MT,POXORÉU,19164
MT,PRIMAVERA DO LESTE,57827
MT,QUERÊNCIA,17701
MT,RESERVA DO CABAÇAL,2988
MT,RIBEIRÃO CASCALHEIRA,9536
MT,RIBEIRÃOZINHO,3468
MT,RIO BRANCO,5795
MT,RONDOLÂNDIA,3765
MT,RONDONÓPOLIS,199272
MT,ROSÁRIO OESTE,15222
MT,SALTO DO CÉU,4344
MT,SANTA CARMEM,5486
MT,SANTA CRUZ DO XINGU,2639
MT,SANTA RITA DO TRIVELATO,3554
MT,SANTA TEREZINHA,6823
MT,SANTO AFONSO,3746
MT,SANTO ANTÔNIO DO LESTE,3858
MT,SANTO ANTÔNIO DO LEVERGER,23390
MT,SAPEZAL,23281
MT,SERRA NOVA DOURADA,2489
MT,SINOP,125188
MT,SORRISO,78543
MT,SÃO FÉLIX DO ARAGUAIA,10437
MT,SÃO JOSÉ DO POVO,3984
MT,SÃO JOSÉ DO RIO CLARO,15992
MT,SÃO JOSÉ DO XINGU,5637
MT,SÃO JOSÉ DOS QUATRO MARCOS,17835
MT,SÃO PEDRO DA CIPA,5580
MT,TABAPORÃ,9532
MT,TANGARÁ DA SERRA,84091
MT,TAPURAH,12415
MT,TERRA NOVA DO NORTE,11672
MT,TESOURO,4660
MT,TORIXORÉU,5497
MT,UNIÃO DO SUL,3540
MT,VALE DE SÃO DOMINGOS,3935
MT,VERA,9195
MT,VILA BELA DA SANTÍSSIMA TRINDADE,14334
MT,VILA RICA,18375
MT,VÁRZEA GRANDE,216498
MT,ÁGUA BOA,13083
PA,ABAETETUBA,172149
PA,ABEL FIGUEIREDO,8925
PA,ACARÁ,66425
PA,AFUÁ,34956
PA,ALENQUER,58133
PA,ALMEIRIM,35101
PA,ALTAMIRA,113566
PA,ANAJÁS,30177
PA,ANANINDEUA,455854
PA,ANAPU,32266
PA,AUGUSTO CORRÊA,52126
PA,AURORA DO PARÁ,27989
PA,AVEIRO,15757
PA,BAGRE,23263
PA,BAIÃO,36903
PA,BANNACH,3593
PA,BARCARENA,134903
PA,BELTERRA,20343
PA,BELÉM,2141813
PA,BENEVIDES,57716
PA,BOM JESUS DO TOCANTINS,15990
PA,BONITO,19576
PA,BRAGANÇA,123115
PA,BRASIL NOVO,22546
PA,BREJO GRANDE DO ARAGUAIA,10262
PA,BREU BRANCO,45532
PA,BREVES,100537
PA,BUJARU,30954
PA,CACHOEIRA DO ARARI,26641
PA,CACHOEIRA DO PIRIÁ,20900
PA,CAMETÁ,123717
PA,CANAÃ DOS CARAJÁS,58587
PA,CAPANEMA,75759
PA,CAPITÃO POÇO,63834
PA,CASTANHAL,194568
PA,CHAVES,20089
PA,COLARES,17158
PA,CONCEIÇÃO DO ARAGUAIA,45739
PA,CONCÓRDIA DO PARÁ,35496
PA,CUMARU DO NORTE,10601
PA,CURIONÓPOLIS,25498
PA,CURRALINHO,35190
PA,CURUÁ,15996
PA,CURUÇÁ,46323
PA,DOM ELISEU,44842
PA,ELDORADO DOS CARAJÁS,29862
