SG_UF,NM_MUNICIPIO,QT_VOTOS_NOMINAIS_VALIDOS
SP,CORONEL MACEDO,6257
SP,CORUMBATAÍ,4977
SP,COSMORAMA,10490
SP,COSMÓPOLIS,57422
SP,COTIA,229758
SP,CRAVINHOS,32556
SP,CRISTAIS PAULISTA,10585
SP,CRUZEIRO,73930
SP,CRUZÁLIA,3442
SP,CUBATÃO,118427
SP,CUNHA,25357
SP,CÁSSIA DOS COQUEIROS,4204
SP,CÂNDIDO MOTA,30041
SP,CÂNDIDO RODRIGUES,4148
SP,DESCALVADO,30421
SP,DIADEMA,595865
SP,DIRCE REIS,2756
SP,DIVINOLÂNDIA,13661
SP,DOBRADA,9541
SP,DOIS CÓRREGOS,23832
SP,DOLCINÓPOLIS,3507
SP,DOURADO,10258
SP,DRACENA,44449
SP,DUARTINA,13655
SP,DUMONT,10289
SP,ECHAPORÃ,6094
SP,ELDORADO,12148
SP,ELIAS FAUSTO,18483
SP,ELISIÁRIO,3454
SP,EMBAÚBA,4092
SP,EMBU DAS ARTES,248310
SP,EMBU-GUAÇU,64115
SP,EMILIANÓPOLIS,3256
SP,ENGENHEIRO COELHO,20948
SP,ESPÍRITO SANTO DO PINHAL,36630
SP,ESPÍRITO SANTO DO TURVO,4394
SP,ESTIVA GERBI,11050
SP,ESTRELA D OESTE,8347
SP,ESTRELA DO NORTE,4259
SP,EUCLIDES DA CUNHA PAULISTA,9341
SP,FARTURA,18439
SP,FERNANDO PRESTES,7302
SP,FERNANDÓPOLIS,63080
SP,FERNÃO,2432
SP,FERRAZ DE VASCONCELOS,166520
SP,FLORA RICA,2613
SP,FLOREAL,4010
SP,FLORÍNEA,4557
SP,FLÓRIDA PAULISTA,9289
SP,FRANCA,409405
SP,FRANCISCO MORATO,161772
SP,FRANCO DA ROCHA,109712
SP,GABRIEL MONTEIRO,3998
SP,GARÇA,43027
SP,GASTÃO VIDIGAL,4766
SP,GAVIÃO PEIXOTO,6345
SP,GENERAL SALGADO,11555
SP,GETULINA,10746
SP,GLICÉRIO,6081
SP,GUAIMBÊ,7034
SP,GUAIÇARA,11649
SP,GUAPIARA,20742
SP,GUAPIAÇU,21211
SP,GUARACI,12189
SP,GUARANI D OESTE,2635
SP,GUARANTÃ,6495
SP,GUARARAPES,30443
SP,GUARAREMA,32509
SP,GUARATINGUETÁ,120165
SP,GUARAÇAÍ,9572
SP,GUAREÍ,12725
SP,GUARIBA,36863
SP,GUARUJÁ,293948
SP,GUARULHOS,1664507
SP,GUARÁ,20574
SP,GUATAPARÁ,8515
SP,GUAÍRA,40800
SP,GUZOLÂNDIA,5387
SP,GÁLIA,7247
SP,HERCULÂNDIA,10339
SP,HOLAMBRA,16566
SP,HORTOLÂNDIA,201732
SP,IACANGA,12853
SP,IACRI,6352
SP,IARAS,5989
SP,IBATÉ,31746
SP,IBIRAREMA,7570
SP,IBIRÁ,10314
SP,IBITINGA,54774
SP,IBIÚNA,78812
SP,ICÉM,9711
SP,IEPÊ,9495
SP,IGARAPAVA,26285
SP,IGARATÁ,12958
SP,IGARAÇU DO TIETÊ,25837
SP,IGUAPE,28669
SP,ILHA COMPRIDA,16570
SP,ILHA SOLTEIRA,26949
SP,ILHABELA,39280
SP,INDAIATUBA,219523
SP,INDIANA,6071
SP,INDIAPORÃ,4687
SP,INÚBIA PAULISTA,4763
SP,IPAUSSU,15396
SP,IPERÓ,26641
SP,IPEÚNA,7527
SP,IPIGUÁ,6416
SP,IPORANGA,4862
SP,IPUÃ,17658
SP,IRACEMÁPOLIS,25441
SP,IRAPURU,7222
SP,IRAPUÃ,8200
SP,ITABERÁ,19944
SP,ITAJOBI,17341
SP,ITAJU,4709
SP,ITANHAÉM,92074
SP,ITAOCA,4263
SP,ITAPECERICA DA SERRA,149062
SP,ITAPETININGA,141974
SP,ITAPEVA,89685
SP,ITAPEVI,203728
SP,ITAPIRA,68455
SP,ITAPIRAPUÃ PAULISTA,5103
SP,ITAPORANGA,15654
SP,ITAPURA,5520
SP,ITAPUÍ,14052
SP,ITAQUAQUECETUBA,301322
SP,ITARARÉ,42976
SP,ITARIRI,13036
SP,ITATIBA,104769
SP,ITATINGA,19035
SP,ITAÍ,24289
SP,ITIRAPINA,12371
SP,ITIRAPUÃ,7311
SP,ITOBI,9287
SP,ITU,147637
SP,ITUPEVA,53202
SP,ITUVERAVA,36492
SP,ITÁPOLIS,34844
SP,JABORANDI,8275
SP,JABOTICABAL,65228
SP,JACAREÍ,206004
SP,JACI,8578
SP,JACUPIRANGA,16746
SP,JAGUARIÚNA,57435
SP,JALES,40247
SP,JAMBEIRO,6978
SP,JANDIRA,100009
SP,JARDINÓPOLIS,31713
SP,JARINU,33033
SP,JAÚ,122868
SP,JERIQUARA,5059
SP,JOANÓPOLIS,13652
SP,JOSÉ BONIFÁCIO,35901
SP,JOÃO RAMALHO,5193
SP,JUMIRIM,3533
SP,JUNDIAÍ,375478
SP,JUNQUEIRÓPOLIS,18495
SP,JUQUITIBA,32952
SP,JUQUIÁ,21195
SP,JÚLIO MESQUITA,5540
SP,LAGOINHA,7709
SP,LARANJAL PAULISTA,24517
SP,LAVRINHAS,8946
SP,LAVÍNIA,5984
SP,LEME,101174
SP,LENÇÓIS PAULISTA,66543
SP,LIMEIRA,405234
SP,LINDÓIA,8544
SP,LINS,69810
SP,LORENA,84259
SP,LOURDES,3149
SP,LOUVEIRA,51177
SP,LUCIANÓPOLIS,3368
SP,LUCÉLIA,17732
SP,LUIZIÂNIA,6204
SP,LUPÉRCIO,5290
SP,LUTÉCIA,3795
SP,LUÍS ANTÔNIO,14535
SP,MACATUBA,19354
SP,MACAUBAL,8846
SP,MACEDÔNIA,5708
SP,MAGDA,4555
SP,MAIRINQUE,49255
SP,MAIRIPORÃ,81097
SP,MANDURI,8021
SP,MARABÁ PAULISTA,4682
SP,MARACAÍ,16535
SP,MARAPOAMA,4586
SP,MARINÓPOLIS,2903
SP,MARIÁPOLIS,3968
SP,MARTINÓPOLIS,25220
SP,MARÍLIA,175615
SP,MATÃO,81214
SP,MAUÁ,562461
SP,MENDONÇA,8930
SP,MERIDIANO,5696
SP,MESÓPOLIS,3017
SP,MIGUELÓPOLIS,21432
SP,MINEIROS DO TIETÊ,15883
SP,MIRA ESTRELA,4127
SP,MIRACATU,20625
SP,MIRANDÓPOLIS,23364
SP,MIRANTE DO PARANAPANEMA,18949
SP,MIRASSOL,53255
SP,MIRASSOLÂNDIA,6174
SP,MOCOCA,56682
SP,MOGI DAS CRUZES,571037
SP,MOGI GUAÇU,133210
SP,MOGI MIRIM,82389
SP,MOMBUCA,5041
SP,MONGAGUÁ,59365
SP,MONTE ALEGRE DO SUL,8649
SP,MONTE ALTO,46136
SP,MONTE APRAZÍVEL,19879
SP,MONTE AZUL PAULISTA,20053
SP,MONTE CASTELO,5534
SP,MONTE MOR,55058
SP,MONTEIRO LOBATO,5586
SP,MONÇÕES,3287
SP,MORRO AGUDO,27523
SP,MORUNGABA,14848
SP,MOTUCA,5179
SP,MURUTINGA DO SUL,4524
SP,NANTES,3713
SP,NARANDIBA,6687
SP,NATIVIDADE DA SERRA,8412
SP,NAZARÉ PAULISTA,20422
SP,NEVES PAULISTA,10669
SP,NHANDEARA,11020
SP,NIPOÃ,5964
SP,NOVA ALIANÇA,6912
SP,NOVA CAMPINA,9000
SP,NOVA CANAÃ PAULISTA,3264
SP,NOVA CASTILHO,1674
SP,NOVA EUROPA,10598
SP,NOVA GRANADA,21150
SP,NOVA GUATAPORANGA,3173
SP,NOVA INDEPENDÊNCIA,5264
SP,NOVA LUZITÂNIA,4364
SP,NOVA ODESSA,58610
SP,NOVAIS,5517
SP,NOVO HORIZONTE,38176
SP,NUPORANGA,9124
SP,OCAUÇU,4909
SP,OLÍMPIA,54277
SP,ONDA VERDE,6302
SP,ORIENTE,7758
SP,ORINDIÚVA,8137
SP,ORLÂNDIA,36699
SP,OSASCO,635311
SP,OSCAR BRESSANE,4021
SP,OSVALDO CRUZ,29774
SP,OURINHOS,98441
SP,OURO VERDE,9034
SP,OUROESTE,10850
SP,PACAEMBU,11505
SP,PALESTINA,13694
SP,PALMARES PAULISTA,11521
SP,PALMEIRA D OESTE,10373
SP,PALMITAL,24125
SP,PANORAMA,14967
SP,PARAGUAÇU PAULISTA,41273
SP,PARAIBUNA,18512
SP,PARANAPANEMA,19929
SP,PARANAPUÃ,5597
SP,PARAPUÃ,11216
SP,PARAÍSO,6942
SP,PARDINHO,8223
SP,PARIQUERA-AÇU,20199
SP,PARISI,4051
SP,PATROCÍNIO PAULISTA,14300
SP,PAULICÉIA,8854
SP,PAULISTÂNIA,2944
SP,PAULO DE FARIA,9582
SP,PAULÍNIA,108984
SP,PEDERNEIRAS,45766
SP,PEDRA BELA,5935
SP,PEDRANÓPOLIS,4028
SP,PEDREGULHO,17365
SP,PEDREIRA,41606
SP,PEDRINHAS PAULISTA,4652
SP,PEDRO DE TOLEDO,10819
SP,PENÁPOLIS,53941
SP,PEREIRA BARRETO,25258
SP,PEREIRAS,8758
SP,PERUÍBE,70309
SP,PIACATU,7425
SP,PIEDADE,49981
SP,PILAR DO SUL,28094
SP,PINDAMONHANGABA,149726
SP,PINDORAMA,15787
SP,PINHALZINHO,17560
SP,PIQUEROBI,5007
SP,PIQUETE,14361
SP,PIRACAIA,27563
SP,PIRACICABA,356445
SP,PIRAJU,28739
SP,PIRAJUÍ,20943
SP,PIRANGI,12013
SP,PIRAPORA DO BOM JESUS,19800
SP,PIRAPOZINHO,27618
SP,PIRASSUNUNGA,69134
SP,PIRATININGA,13326
SP,PITANGUEIRAS,34382
SP,PLANALTO,6764
SP,PLATINA,4504
SP,POLONI,6588
SP,POMPÉIA,24398
SP,PONGAÍ,4989
SP,PONTAL,37799
SP,PONTALINDA,5170
SP,PONTES GESTAL,3785
SP,POPULINA,5996
SP,PORANGABA,9522
SP,PORTO FELIZ,52390
SP,PORTO FERREIRA,51211
SP,POTIM,18719
SP,POTIRENDABA,18674
SP,POÁ,116506
SP,PRACINHA,2196
SP,PRADÓPOLIS,18832
SP,PRAIA GRANDE,411563
SP,PRATÂNIA,7007
SP,PRESIDENTE ALVES,4952
SP,PRESIDENTE BERNARDES,14541
SP,PRESIDENTE EPITÁCIO,39093
SP,PRESIDENTE PRUDENTE,206808
SP,PRESIDENTE VENCESLAU,36317
SP,PROMISSÃO,35773
SP,QUADRA,5250
SP,QUATÁ,14164
SP,QUEIROZ,5547
SP,QUELUZ,10440
SP,QUINTANA,8376
SP,RAFARD,9801
SP,RANCHARIA,32279
SP,REDENÇÃO DA SERRA,6211
SP,REGENTE FEIJÓ,16975
SP,REGINÓPOLIS,8998
SP,REGISTRO,57926
SP,RESTINGA,9996
SP,RIBEIRA,4853
SP,RIBEIRÃO BONITO,11683
SP,RIBEIRÃO BRANCO,16065
SP,RIBEIRÃO CORRENTE,6387
SP,RIBEIRÃO DO SUL,6086
SP,RIBEIRÃO DOS ÍNDIOS,2884
SP,RIBEIRÃO GRANDE,9169
SP,RIBEIRÃO PIRES,105273
SP,RIBEIRÃO PRETO,729947
SP,RIFAINA,6940
SP,RINCÃO,10405
SP,RINÓPOLIS,10557
SP,RIO CLARO,179971
SP,RIO DAS PEDRAS,33231
SP,RIO GRANDE DA SERRA,46953
SP,RIOLÂNDIA,11019
SP,RIVERSUL,6690
SP,ROSANA,19686
SP,ROSEIRA,13072
SP,RUBINÉIA,4743
SP,RUBIÁCEA,3632
SP,SABINO,6643
SP,SAGRES,3424
SP,SALES,7998
SP,SALES OLIVEIRA,12142
SP,SALESÓPOLIS,20472
SP,SALMOURÃO,7620
SP,SALTINHO,9940
SP,SALTO,95622
SP,SALTO DE PIRAPORA,37602
SP,SALTO GRANDE,9538
SP,SANDOVALINA,5569
SP,SANTA ADÉLIA,15918
SP,SANTA ALBERTINA,7902
SP,SANTA BRANCA,16424
SP,SANTA BÁRBARA D OESTE,178932
SP,SANTA CLARA D OESTE,4016
SP,SANTA CRUZ DA CONCEIÇÃO,6540
SP,SANTA CRUZ DA ESPERANÇA,3501
SP,SANTA CRUZ DAS PALMEIRAS,28207
SP,SANTA CRUZ DO RIO PARDO,44204
SP,SANTA ERNESTINA,8020
SP,SANTA FÉ DO SUL,33493
SP,SANTA GERTRUDES,25387
SP,SANTA ISABEL,55176
SP,SANTA LÚCIA,9534
SP,SANTA MARIA DA SERRA,5941
SP,SANTA MERCEDES,4050
SP,SANTA RITA D OESTE,3932
SP,SANTA RITA DO PASSA QUATRO,21373
SP,SANTA ROSA DE VITERBO,22407
SP,SANTA SALETE,2995
SP,SANTANA DA PONTE PENSA,2665
SP,SANTANA DE PARNAÍBA,107929
SP,SANTO ANASTÁCIO,19653
SP,SANTO ANDRÉ,649114
SP,SANTO ANTÔNIO DA ALEGRIA,8282
SP,SANTO ANTÔNIO DE POSSE,22959
SP,SANTO ANTÔNIO DO ARACANGUÁ,11346
SP,SANTO ANTÔNIO DO JARDIM,9457
SP,SANTO ANTÔNIO DO PINHAL,8431
SP,SANTO EXPEDITO,4251
SP,SANTOS,386576
SP,SANTÓPOLIS DO AGUAPEÍ,4196
SP,SARAPUÍ,10696
SP,SARUTAIÁ,4763
SP,SEBASTIANÓPOLIS DO SUL,4880
SP,SERRA AZUL,8018
SP,SERRA NEGRA,28454
SP,SERRANA,46517
SP,SERTÃOZINHO,116894
SP,SETE BARRAS,13960
SP,SEVERÍNIA,18215
SP,SILVEIRAS,7907
SP,SOCORRO,40235
SP,SOROCABA,852734
SP,SUD MENNUCCI,9553
SP,SUMARÉ,225320
SP,SUZANO,264832
SP,SUZANÁPOLIS,4553
SP,SÃO BENTO DO SAPUCAÍ,12746
SP,SÃO BERNARDO DO CAMPO,748754
SP,SÃO CAETANO DO SUL,185444
SP,SÃO CARLOS,214041
SP,SÃO FRANCISCO,3901
SP,SÃO JOAQUIM DA BARRA,47884
SP,SÃO JOSÉ DA BELA VISTA,10130
SP,SÃO JOSÉ DO BARREIRO,5724
SP,SÃO JOSÉ DO RIO PARDO,50493
SP,SÃO JOSÉ DO RIO PRETO,391177
SP,SÃO JOSÉ DOS CAMPOS,672143
SP,SÃO JOÃO DA BOA VISTA,82025
SP,SÃO JOÃO DAS DUAS PONTES,3173
SP,SÃO JOÃO DE IRACEMA,2185
SP,SÃO JOÃO DO PAU D ALHO,2998
SP,SÃO LOURENÇO DA SERRA,17544
SP,SÃO LUÍS DO PARAITINGA,14642
SP,SÃO MANUEL,39167
SP,SÃO MIGUEL ARCANJO,33044
SP,SÃO PAULO,15102568
SP,SÃO PEDRO,31147
SP,SÃO PEDRO DO TURVO,8830
SP,SÃO ROQUE,73812
SP,SÃO SEBASTIÃO,87852
SP,SÃO SEBASTIÃO DA GRAMA,11502
SP,SÃO SIMÃO,16261
SP,SÃO VICENTE,458147
SP,TABAPUÃ,11024
SP,TABATINGA,13421
SP,TABOÃO DA SERRA,398612
SP,TACIBA,8217
SP,TAGUAÍ,13593
SP,TAIAÇU,7246
SP,TAIÚVA,6933
SP,TAMBAÚ,22368
SP,TANABI,32230
SP,TAPIRATIBA,13801
SP,TAPIRAÍ,8664
SP,TAQUARAL,3548
SP,TAQUARITINGA,49910
SP,TAQUARITUBA,24224
SP,TAQUARIVAÍ,7142
SP,TARABAI,7992
SP,TARUMÃ,17784
SP,TATUÍ,103925
SP,TAUBATÉ,416949
SP,TEJUPÁ,5572
SP,TEODORO SAMPAIO,24802
SP,TERRA ROXA,7912
SP,TIETÊ,34707
SP,TIMBURI,3718
SP,TORRE DE PEDRA,3791
SP,TORRINHA,9850
SP,TRABIJU,3234
SP,TREMEMBÉ,37528
SP,TRÊS FRONTEIRAS,5768
SP,TUIUTI,6268
SP,TUPI PAULISTA,15818
SP,TUPÃ,61456
SP,TURIÚBA,2716
SP,TURMALINA,3000
SP,UBARANA,5011
SP,UBATUBA,76012
SP,UBIRAJARA,6401
SP,UCHOA,11529
SP,UNIÃO PAULISTA,2700
SP,URU,2674
SP,URUPÊS,11789
SP,URÂNIA,10020
SP,VALENTIM GENTIL,13606
SP,VALINHOS,98979
SP,VALPARAÍSO,22841
SP,VARGEM,8391
SP,VARGEM GRANDE DO SUL,40815
SP,VARGEM GRANDE PAULISTA,55172
SP,VERA CRUZ,9338
SP,VINHEDO,73809
SP,VIRADOURO,18761
SP,VISTA ALEGRE DO ALTO,9074
SP,VITÓRIA BRASIL,2640
SP,VOTORANTIM,100805
SP,VOTUPORANGA,82579
SP,VÁRZEA PAULISTA,97163
SP,ZACARIAS,3796
SP,ÁGUAS DA PRATA,8405
SP,ÁGUAS DE LINDÓIA,18559
SP,ÁGUAS DE SANTA BÁRBARA,7063
SP,ÁGUAS DE SÃO PEDRO,5396
SP,ÁLVARES FLORENCE,5759
SP,ÁLVARES MACHADO,23617
SP,ÁLVARO DE CARVALHO,4191
SP,ÓLEO,3856
TO,ABREULÂNDIA,3754
TO,AGUIARNÓPOLIS,5599
TO,ALIANÇA DO TOCANTINS,6238
TO,ALMAS,7560
TO,ALVORADA,10594
TO,ANANÁS,10953
TO,ANGICO,4533
TO,APARECIDA DO RIO NEGRO,6296
TO,ARAGOMINAS,6697
TO,ARAGUACEMA,6388
TO,ARAGUANÃ,5640
TO,ARAGUATINS,30529
TO,ARAGUAÇU,9824
TO,ARAGUAÍNA,154204
TO,ARAPOEMA,7033
TO,ARRAIAS,10885
TO,AUGUSTINÓPOLIS,18123
TO,AURORA DO TOCANTINS,5038
TO,AXIXÁ DO TOCANTINS,13313
TO,BABAÇULÂNDIA,10152
TO,BANDEIRANTES DO TOCANTINS,4692
TO,BARRA DO OURO,5804
TO,BARROLÂNDIA,6024
TO,BERNARDO SAYÃO,5488
TO,BOM JESUS DO TOCANTINS,4983
TO,BRASILÂNDIA DO TOCANTINS,3128
TO,BREJINHO DE NAZARÉ,6115
TO,BURITI DO TOCANTINS,9550
TO,CACHOEIRINHA,3269
TO,CAMPOS LINDOS,10257
TO,CARIRI DO TOCANTINS,5878
TO,CARMOLÂNDIA,3398
TO,CARRASCO BONITO,4719
TO,CASEARA,5746
TO,CENTENÁRIO,3161
TO,CHAPADA DA NATIVIDADE,4339
TO,CHAPADA DE AREIA,3804
TO,COLINAS DO TOCANTINS,32715
TO,COLMÉIA,9767
TO,COMBINADO,6078
TO,CONCEIÇÃO DO TOCANTINS,5300
TO,COUTO MAGALHÃES,6833
TO,CRISTALÂNDIA,8424
TO,CRIXÁS DO TOCANTINS,2759
TO,DARCINÓPOLIS,6145
TO,DIANÓPOLIS,16636
TO,DIVINÓPOLIS DO TOCANTINS,8088
TO,DOIS IRMÃOS DO TOCANTINS,7564
TO,DUERÉ,5503
TO,ESPERANTINA,9074
TO,FIGUEIRÓPOLIS,6960
TO,FILADÉLFIA,9395
TO,FORMOSO DO ARAGUAIA,19430
TO,FÁTIMA,5414
TO,GOIANORTE,7197
TO,GOIATINS,12207
TO,GUARAÍ,23374
TO,GURUPI,77380
TO,IPUEIRAS,2875
TO,ITACAJÁ,8131
TO,ITAGUATINS,6679
TO,ITAPIRATINS,5400
TO,ITAPORÃ DO TOCANTINS,4070
TO,JAÚ DO TOCANTINS,4521
TO,JUARINA,3498
TO,LAGOA DA CONFUSÃO,12921
TO,LAGOA DO TOCANTINS,4820
TO,LAJEADO,5454
TO,LAVANDEIRA,3011
TO,LIZARDA,4744
TO,LUZINÓPOLIS,3911
TO,MARIANÓPOLIS DO TOCANTINS,5099
TO,MATEIROS,3116
TO,MAURILÂNDIA DO TOCANTINS,4950
TO,MIRACEMA DO TOCANTINS,21429
TO,MIRANORTE,14389
TO,MONTE DO CARMO,6928
TO,MONTE SANTO DO TOCANTINS,3758
TO,MURICILÂNDIA,4373
TO,NATIVIDADE,9764
TO,NAZARÉ,6722
TO,NOVA OLINDA,11514
TO,NOVA ROSALÂNDIA,3899
TO,NOVO ACORDO,6030
TO,NOVO ALEGRE,3695
TO,NOVO JARDIM,3502
TO,OLIVEIRA DE FÁTIMA,2772
TO,PALMAS,252915
TO,PALMEIRANTE,6084
TO,PALMEIRAS DO TOCANTINS,6670
TO,PALMEIRÓPOLIS,8419
TO,PARANÃ,11656
TO,PARAÍSO DO TOCANTINS,43704
TO,PAU D ARCO,5324
TO,PEDRO AFONSO,14543
TO,PEIXE,10960
TO,PEQUIZEIRO,6766
TO,PINDORAMA DO TOCANTINS,5974
TO,PIRAQUÊ,3679
TO,PIUM,8972
TO,PONTE ALTA DO BOM JESUS,5305
TO,PONTE ALTA DO TOCANTINS,8210
TO,PORTO ALEGRE DO TOCANTINS,3215
TO,PORTO NACIONAL,60217
TO,PRAIA NORTE,8521
TO,PRESIDENTE KENNEDY,4543
TO,PUGMIL,3209
TO,RECURSOLÂNDIA,4665
TO,RIACHINHO,6443
TO,RIO DA CONCEIÇÃO,3415
TO,RIO DOS BOIS,4100
TO,RIO SONO,7131
TO,SAMPAIO,5354
TO,SANDOLÂNDIA,5199
TO,SANTA FÉ DO ARAGUAIA,7729
TO,SANTA MARIA DO TOCANTINS,4279
TO,SANTA RITA DO TOCANTINS,3474
TO,SANTA ROSA DO TOCANTINS,6448
TO,SANTA TEREZA DO TOCANTINS,5045
TO,SANTA TEREZINHA DO TOCANTINS,3509
TO,SILVANÓPOLIS,7300
TO,SUCUPIRA,2732
TO,SÃO BENTO DO TOCANTINS,7181
TO,SÃO FÉLIX DO TOCANTINS,2664
TO,SÃO MIGUEL DO TOCANTINS,12345
TO,SÃO SALVADOR DO TOCANTINS,3894
TO,SÃO SEBASTIÃO DO TOCANTINS,5070
TO,SÃO VALÉRIO,5782
TO,SÍTIO NOVO DO TOCANTINS,11473
TO,TABOCÃO,4905
TO,TAGUATINGA,14018
TO,TAIPAS DO TOCANTINS,3022
TO,TALISMÃ,4203
TO,TOCANTINÓPOLIS,23140
TO,TOCANTÍNIA,7780
TO,TUPIRAMA,3236
TO,TUPIRATINS,3098
TO,WANDERLÂNDIA,10092
TO,XAMBIOÁ,12659
